text,classification,topics,
Event complex was nice and clean. Staff were cooperative. Arrangement seems well. They have very open parking area. No difficulty in parking.,neutral,,
"Ambience is good with fine quality food with clean environment. Good for family gathering, events , game show , musical night etc",neutral,,
Very nice venue. Perfect for the occasion. Great staff and food. Definitely recommend.,good,,
Had a great time there on wedding of my cousin. The food was really good.,good,,
Highly recommended. Very tasty food and excellent service. Impressive Environment,good,,
"Nicely decorated interior, food was very good and very reasonable for the price paid per head. Servings in main course, salads and desserts were plenty to choose from. Staff had been very efficienti in delivering fresh BBQ to the tables.
Only negative I could find was broken glasses, staff should check on cutlery and crockery before setting up tables.
Overall had a good experience.",neutral,,
It is a good place for weddings and such events. The food served was good . The  serving was good. Overall it was a good experience. Recommended,good,,
"Just Love the Ambiance, The staff behaviour food quality, Everything is perfect,Highly recommended",good,,
"Invited by omar pasha on birthday event had a great experience
And good crew of this marque and good management",good,,
Good Marquee.,good,,
"Food quality is very low,insufficient,taste is below average,setup is also not good,unhygenic",neutral,,
Amazing experience here.. specially their ambience and food..,good,,
"Had my  own and my brother's wedding at The Royals Event Complex. Everything was so on point. The food quality and taste was so good. Sir Ashraf delivered more than what he promise.
The best thing is he did extra touch ups to motify the beauty of our events.
Thank you so much for such an amazing experience. I strongly recommend them for any kind of events.",neutral,,
"Excellent Environment, excellent quality food. It's a luxurious event/wedding hall. Environment is neat and clean. Seating is also excellent. Enough parking space is available. Best quality, professional staff. There is also prayer area available. Overall excellent.",good,,
"Its a good marriage hall
It also have wheelchair service
There foods were amaizing
Service was mindblowing
Decoration was amazing
Its near to E-11
Everything was perfect there",good,,
"I would say it's p good , I would totally recommend it.",neutral,,
Nicee Environment And Food was delicious !,good,,
"I have organized 4 events of my family in this marquess, One of the best marquess in twin cities. Management is well organized and manage your event as their own. thumbs up to the food quality.",good,,
Very big and Nice place for your functions environment is also good but food quality and service is average,neutral,,
"1: Spacious,
2: good and large car parking.
3:  Easy access from each part of the city.
4: Laying in the most suitable environment at toe of Margala Hills.",good,,
"Masha Allah,
Very Nice and having outstanding meal,
I was surprised to know that its administrated by a lady, who met with smiling mood and personally went to everyone to look that every thing is available in abundant. She and her team inspired me to drop my comments on social media.",neutral,,
"Location:- 9/10
Food:- 8/10
Overall:- 6.5/10
Con:- heating system was low par.. we had to be cramped near heaters.. they use LPG for heaters... which is expensive but still not good enough heating for the price they charge",neutral,,
A beautiful place for wedding events. Administration is very well oriented and trained. Service staff is humble and polite. Food quality is very good. I suggest it as best choice,good,,
Tasty food but slow service,neutral,,
"Very cooperative staff , excellent environment and service ??",good,,
"I had been to so many events at The Royals Event Complex and also.had my own walima here ...
Alhamdulillah so much happy and satisfied as the management is so much accomodating ...
Marquee 9/10
Food 10/10
Rates 10/10
Service 9/10

Would definitly recommend to everyone.",neutral,,
"Worst Experience!
1. Staff shamelessly steals food after it is being served.
2. Clear off time was 10pm but the management started making announcement at 9:30 which was very annoying as our guests were sitting there.
3. Their parking mafia & guards starts harassing you for money after the event. Even if you give them money they won't let you go and keeping on asking for more.",bad,,
